,,ChannelInfo,Category,Subscribers ,Avg.Views ,NoxScore
470, 470   ↑   5  ,   Like Nastya AE ,  Entertainment  , 12.5M ↑  0.8% ,  4.47M    ↓     8.1% ,
471, 471   ↑   7  ,   Travis Scott ,  Music  , 12.4M ↑  0.8% ,  12.1M    ↓     8.9% ,
472, 472   ↑   9  ,   Everson Zoio ,  Comedy  , 12.4M ↑  0.8% ,  734.72K    ↓     8.1% ,
473, 473     ↓    1  ,   PlayHard ,  Gaming  , 12.4M   -   ,  669.55K   ↑   12.6% ,
474, 474   ↑   2  ,   GMA Public Affairs ,  News & Politics  , 12.4M ↑  0.8% ,  6.26K    ↓     39.9% ,
475, 475     ↓    4  ,   F2Freestylers - Ultimate Soccer Skills Channel ,  Sports  , 12.4M   -   ,  2.64M   ↑   2.4% ,
476, 476     ↓    2  ,   Farruko ,  Music  , 12.4M   -   ,  3.72M   ↑   0.6% ,
477, 477   ↑   5  ,   Emiway Bantai ,  Music  , 12.4M ↑  0.8% ,  14.85M   ↑   2.2% ,
478, 478   ↑   1  ,   Diana Roma Show ,  Entertainment  , 12.4M ↑  0.8% ,  3.62M    ↓     48.6% ,
479, 479     ↓    6  ,   Camila Loures ,  Entertainment  , 12.4M   -   ,  547.87K    ↓     5.1% ,
480, 480   ↑   3  ,   wifistudy ,  Education  , 12.4M ↑  0.8% ,  18.69K    ↓     7.7% ,
481, 481     ↓    12  ,   TED-Ed ,  Education  , 12.4M   -   ,  415.17K    ↓     0.6% ,
482, 482     ↓    2  ,   Ultra Movie Parlour ,  Film & Animation  , 12.4M ↑  0.8% ,  589.95K   ↑   13.8% ,
483, 483   ↑   4  ,   PlayStation ,  Gaming  , 12.3M ↑  0.8% ,  106.29K   ↑   10.5% ,
484, 484     -   ,   Volga Video ,  Entertainment  , 12.3M   -   ,  17.72K   ↑   1% ,
485, 485     ↓    8  ,   Chad Wild Clay ,  Entertainment  , 12.3M   -   ,  6.42M    ↓     1.6% ,
486, 486   ↑   6  ,   Pen Movies ,  Film & Animation  , 12.3M ↑  0.8% ,  97.85K   ↑   76.1% ,
487, 487   ↑   6  ,   Goldmines Hindi ,  Film & Animation  , 12.3M ↑  0.8% ,  306.55K    ↓     1.9% ,
488, 488     -   ,   ChrisBrownVEVO ,  Music  , 12.2M   -   ,  17.98M   ↑   1.4% ,
489, 489     ↓    3  ,   Blossom ,  Howto & Style  , 12.2M   -   ,  1.5M    ↓     16.9% ,
490, 490     ↓    5  ,   Talking Tom and Friends ,  Film & Animation  , 12.2M   -   ,  9.53M    ↓     2.1% ,
491, 491   ↑   3  ,   CalvinHarrisVEVO ,  Music  , 12.2M   -   ,  1.66M   ↑   1.4% ,
492, 492   ↑   4  ,   شبكة العاب العرب | Arab Games Network ,  Gaming  , 12.2M ↑  0.8% ,  819.49K    ↓     6.8% ,
493, 493     ↓    2  ,   TazerCraft ,  Gaming  , 12.2M   -   ,  521.68K    ↓     4.6% ,
494, 494     ↓    4  ,   Genierock ,  Music  , 12.2M   -   ,  1.61M   ↑   40.3% ,
495, 495   ↑   2  ,   Marques Brownlee ,  Science & Technology  , 12.2M ↑  0.8% ,  2.96M    ↓     7.3% ,
496, 496     ↓    7  ,   CaseyNeistat ,  People & Blogs  , 12.2M   -   ,  2.55M    ↓     6.9% ,
497, 497     ↓    2  ,   Vete a la Versh ,  Comedy  , 12.1M   -   ,  1.56M    ↓     5.2% ,
498, 498     -   ,   NORMAN FAIT DES VIDÉOS ,  Comedy  , 12.1M   -   ,  5.95M   ↑   0.3% ,
499, 499     -   ,   zbing z. ,  Gaming  , 12.1M ↑  0.8% ,  942.85K   ↑   4.3% ,
500, 500   ↑   8  ,   Goldmines Dishoom ,  Film & Animation  , 12.1M ↑  1.7% ,  185.35K    ↓     49.9% ,
501, 501   ↑   5  ,   zayn ,  Music  , 12.1M ↑  1.7% ,  5.84M   ↑   1% ,
502, 502   ↑   18  ,   Kerajinan 5-Menit ,  Howto & Style  , 12.1M ↑  1.7% ,  532.22K   ↑   30% ,
503, 503   ↑   9  ,   Shemaroo Movies ,  Film & Animation  , 12M ↑  0.8% ,  498.97K    ↓     7.4% ,
504, 504     ↓    1  ,   キッズライン♡Kids Line ,  Entertainment  , 12M   -   ,  53.39K    ↓     2.9% ,
505, 505     ↓    5  ,   Little Angel Español - Canciones Infantiles ,  Entertainment  , 12M   -   ,  2.84M    ↓     5.2% ,
506, 506     ↓    4  ,   YOLO ,  Comedy  , 12M   -   ,  4.65M   ↑   1% ,
507, 507     ↓    6  ,   Tfue ,  Gaming  , 12M   -   ,  1.51M   ↑   5.7% ,
508, 508   ↑   1  ,   Mother Goose Club Playhouse ,  Education  , 12M ↑  0.8% ,  932.14K   ↑   34% ,
509, 509     ↓    2  ,   MiawAug ,  Gaming  , 12M ↑  0.8% ,  1.42M   ↑   13.3% ,
510, 510     ↓    5  ,   Niana Guerrero ,  Entertainment  , 12M ↑  0.8% ,  2.93M   ↑   1.4% ,
511, 511     ↓    1  ,   Matt Steffanina ,  Entertainment  , 12M ↑  0.8% ,  653.75K    ↓     3.3% ,
512, 512   ↑   5  ,   Surya Citra Televisi (SCTV) ,  Entertainment  , 12M ↑  0.8% ,  96.61K    ↓     29% ,
513, 513   ↑   6  ,   theRadBrad ,  Gaming  , 11.9M   -   ,  266.34K    ↓     35.3% ,
514, 514   ↑   9  ,   Трум Трум ,  Howto & Style  , 11.9M ↑  0.9% ,  1.2M   ↑   4% ,
515, 515     ↓    11  ,   FAP TV ,  Film & Animation  , 11.9M   -   ,  3.77M   ↑   2.8% ,
516, 516     ↓    1  ,   Bela Bagunça ,  Entertainment  , 11.9M   -   ,  548.79K    ↓     7% ,
517, 517     ↓    1  ,   Its JoJo Siwa ,  Entertainment  , 11.9M   -   ,  876.48K   ↑   1.9% ,
518, 518     -   ,   Bie The Ska ,  Entertainment  , 11.9M   -   ,  1.26M    ↓     4% ,
519, 519     ↓    5  ,   Machinima , , 11.9M   -   ,  600K    -    ,
520, 520     ↓    7  ,   Linus Tech Tips ,  Science & Technology  , 11.9M   -   ,  1.5M    ↓     2.4% ,
521, 521   ↑   11  ,   Les' Copaque Production ,  Entertainment  , 11.8M ↑  0.9% ,  4.95M   ↑   14.9% ,
522, 522   ↑   5  ,   TRANS TV Official ,  Entertainment  , 11.8M ↑  0.9% ,  113    ↓     97.2% ,
523, 523   ↑   3  ,   Deddy Corbuzier ,  Entertainment  , 11.8M ↑  0.9% ,  4.23M   ↑   10.3% ,
524, 524     -   ,   Wesley Safadão ,  Music  , 11.8M   -   ,  5.73M   ↑   2.4% ,
525, 525     -   ,   The World Adventures हिन्दी ,  People & Blogs  , 11.8M   -   ,  689.14K   ↑   16.3% ,
526, 526     ↓    5  ,   Dave and Ava - Nursery Rhymes and Baby Songs ,  Education  , 11.8M   -   ,  977.8K   ↑   0.6% ,
527, 527     ↓    5  ,   dangmattsmith ,  Gaming  , 11.8M   -   ,  317.28K    ↓     6.4% ,
528, 528   ↑   5  ,   Vijay Television ,  Entertainment  , 11.8M ↑  0.9% ,  917.66K    ↓     11.7% ,
529, 529     ↓    1  ,   Kids Play ,  Entertainment  , 11.8M ↑  0.9% ,  950.44K    ↓     16.7% ,
530, 530     ↓    19  ,   Ami Rodriguez ,  Entertainment  , 11.7M   ↓   1.7% ,  3.26M    -    ,
531, 531     ↓    2  ,   The Shiny Peanut ,  Entertainment  , 11.7M   -   ,  116.05K    ↓     24.6% ,
532, 532     ↓    2  ,   Online Job ,  Science & Technology  , 11.7M   -   ,  44.41K   ↑   38.4% ,
533, 533     ↓    2  ,   Dani Russo Tv ,  Entertainment  , 11.7M   -   ,  514.08K   ↑   16.6% ,
534, 534   ↑   3  ,   infobells ,  Education  , 11.6M   -   ,  427.31K    ↓     0.6% ,
535, 535     ↓    1  ,   JesseAndMike ,  Entertainment  , 11.6M   -   ,  1.27M    ↓     8.9% ,
536, 536   ↑   8  ,   Pop Chartbusters ,  Music  , 11.6M ↑  0.9% ,  128.53K   ↑   0.7% ,
537, 537     ↓    2  ,   ช่อง8 : ThaiCh8 ,  Entertainment  , 11.6M   -   ,  10.54K    ↓     49.4% ,
538, 538     ↓    2  ,   ChainsmokersVEVO ,  Music  , 11.6M   -   ,  2.34M   ↑   0.4% ,
539, 539     ↓    1  ,   ★ Kids Roma Show ,  Entertainment  , 11.6M   -   ,  14.13M   ↑   0.2% ,
540, 540   ↑   2  ,   Atlantic Records ,  Music  , 11.6M ↑  0.9% ,  20.59K   ↑   9.1% ,
541, 541     ↓    1  ,   melanie martinez ,  Music  , 11.6M ↑  0.9% ,  13.31M    ↓     12.6% ,
542, 542   ↑   14  ,   Dyland PROS ,  Gaming  , 11.6M ↑  1.8% ,  1.09M   ↑   20.3% ,
543, 543     ↓    4  ,   EU FICO LOKO ,  Entertainment  , 11.6M   -   ,  288.95K   ↑   7.3% ,
544, 544   ↑   9  ,   Jason Vlogs ,  People & Blogs  , 11.5M ↑  0.9% ,  587.26K   ↑   14.9% ,
545, 545   ↑   6  ,   And TV ,  Entertainment  , 11.5M ↑  0.9% ,  329.53K   ↑   10% ,
546, 546     ↓    1  ,   etvteluguindia ,  Entertainment  , 11.5M ↑  0.9% ,  48.3K    ↓     28.9% ,
547, 547     ↓    6  ,   DemiLovatoVEVO ,  Music  , 11.5M   -   ,  11.85M   ↑   0.6% ,
548, 548     ↓    5  ,   Wassabi ,  Entertainment  , 11.5M   -   ,  362.97K    ↓     0.1% ,
549, 549     ↓    1  ,   Kiddiestv Hindi ,  Education  , 11.5M ↑  0.9% ,  4.13M    ↓     6.4% ,
550, 550   ↑   2  ,   SriBalajiMovies ,  Entertainment  , 11.4M   -   ,  13.6K   ↑   65.3% ,
551, 551   ↑   4  ,   FunToys Collector Disney Toys Review ,  Entertainment  , 11.4M   -   ,  97.17K   ↑   0.8% ,
552, 552   ↑   2  ,   #Refúgio Mental ,  Entertainment  , 11.4M   -   ,  627.29K   ↑   2.4% ,
553, 553   ↑   8  ,   elliegoulding ,  Music  , 11.4M ↑  0.9% ,  808.35K   ↑   2% ,
554, 554   ↑   6  ,   LetsGoMartin- Canciones Infantiles ,  Entertainment  , 11.4M ↑  0.9% ,  537.69K   ↑   1% ,
555, 555     ↓    6  ,   Tiana ,  Gaming  , 11.4M   -   ,  282.87K   ↑   3% ,
556, 556     ↓    10  ,   SonyMusicSouthVEVO ,  Music  , 11.4M   -   ,  371.42K    ↓     1.1% ,
557, 557     ↓    7  ,   CrazyRussianHacker ,  Science & Technology  , 11.4M   -   ,  162.37K   ↑   6.5% ,
558, 558     ↓    11  ,   MrGear ,  Entertainment  , 11.4M   -   ,  3.37M   ↑   1.5% ,
559, 559   ↑   8  ,   CrashCourse ,  Education  , 11.4M ↑  0.9% ,  133.49K    ↓     12% ,
560, 560   ↑   14  ,   Vlad and Niki Arabic ,  Entertainment  , 11.4M ↑  1.8% ,  4.87M   ↑   25.9% ,
561, 561   ↑   7  ,   Maya and Mary [EN] ,  Music  , 11.3M ↑  0.9% ,  241.63K   ↑   2.2% ,
562, 562   ↑   4  ,   twenty one pilots ,  Music  , 11.3M   -   ,  20.09M   ↑   0.5% ,
563, 563   ↑   2  ,   MyLifeAsEva ,  Howto & Style  , 11.3M   -   ,  2.59M   ↑   0.6% ,
564, 564     -   ,   La Rosa de Guadalupe ,  Entertainment  , 11.3M   -   ,  348.8K    ↓     2.2% ,
565, 565     ↓    2  ,   Morgz ,  Entertainment  , 11.3M   -   ,  1.95M   ↑   1.3% ,
566, 566     ↓    9  ,   DALLMYD ,  Sports  , 11.3M   -   ,  2.12M    ↓     0.9% ,
567, 567     ↓    9  ,   Sky Does Everything ,  Gaming  , 11.3M   -   ,  66.75K   ↑   1.6% ,
568, 568     ↓    9  ,   Meghan Trainor ,  People & Blogs  , 11.3M   -   ,  151.95K   ↑   1.1% ,
569, 569     ↓    7  ,   ExpCaseros ,  Howto & Style  , 11.3M   -   ,  534.31K    ↓     1.4% ,
570, 570     -   ,   Gibby :) ,  People & Blogs  , 11.3M ↑  0.9% ,  6.82M   ↑   0.4% ,
571, 571   ↑   2  ,   Zoella ,  Howto & Style  , 11.2M   -   ,  1.42M   ↑   0% ,
572, 572     -   ,   Health Time ,  People & Blogs  , 11.2M   -   ,  38.48K   ↑   6% ,
573, 573   ↑   5  ,   Adexe & Nau ,  Music  , 11.2M ↑  0.9% ,  555.12K   ↑   1.5% ,
574, 574     ↓    5  ,   Little Baby Bum en Español ,  Education  , 11.2M   -   ,  95.1K   ↑   3.1% ,
575, 575     ↓    4  ,   Dudu Moura ,  Entertainment  , 11.2M   -   ,  18.69M    ↓     0.5% ,
576, 576     ↓    1  ,   Ya - Alisa ,  Entertainment  , 11.1M   -   ,  437.5K   ↑   1.5% ,
577, 577   ↑   5  ,   Ja Mill ,  Entertainment  , 11.1M ↑  0.9% ,  2.72M    ↓     2.3% ,
578, 578   ↑   10  ,   Mohamed Ramadan I محمد رمضان ,  Entertainment  , 11.1M ↑  0.9% ,  6.76M   ↑   4% ,
579, 579     -   ,   Nao FunFun ,  Entertainment  , 11.1M   -   ,  19.51K    ↓     0.7% ,
580, 580   ↑   1  ,   Mis Pastelitos ,  Howto & Style  , 11.1M   -   ,  2.56M    ↓     3.4% ,
581, 581   ↑   4  ,   Gallina Pintadita ,  Film & Animation  , 11.1M ↑  0.9% ,  52.36M   ↑   0.6% ,
582, 582     ↓    2  ,   AMARIN TVHD ,  Entertainment  , 11.1M   -   ,  19.32K   ↑   12.3% ,
583, 583     ↓    7  ,   Conor Maynard ,  Music  , 11.1M   -   ,  11.56M   ↑   0.5% ,
584, 584     ↓    7  ,   It's Mamix ,  People & Blogs  , 11.1M   -   ,  10.4M   ↑   0.1% ,
585, 585   ↑   18  ,   Like Nastya PRT ,  Entertainment  , 11.1M ↑  1.8% ,  3.93M    ↓     16.3% ,
586, 586   ↑   14  ,   MK MUSIC ,  Music  , 11M ↑  0.9% ,  110.13K    ↓     37.2% ,
587, 587   ↑   12  ,   Daftar Populer ,  Entertainment  , 11M ↑  0.9% ,  650.7K   ↑   15.1% ,
588, 588   ↑   9  ,   Saad Lamjarred | سعد لمجرد ,  Music  , 11M ↑  0.9% ,  16.01M    ↓     27.9% ,
589, 589   ↑   2  ,   Talking Angela ,  Entertainment  , 11M   -   ,  7.05M   ↑   1.8% ,
590, 590     -   ,   luzugames ,  Gaming  , 11M   -   ,  432.15K   ↑   1.7% ,
591, 591   ↑   7  ,   Doc Tops ,  Entertainment  , 11M ↑  0.9% ,  1.7M    ↓     4.2% ,
592, 592     ↓    5  ,   Dolan Twins ,  Comedy  , 11M   -   ,  4.22M    ↓     2.4% ,
593, 593     ↓    9  ,   Juliana Baltar ,  Entertainment  , 11M   -   ,  475.13K    ↓     1.9% ,
594, 594     ↓    5  ,   Telemundo ,  Entertainment  , 11M   -   ,  3K    ↓     34% ,
595, 595     ↓    9  ,   Team Films Bhojpuri ,  Music  , 11M   -   ,  292.57K   ↑   180.6% ,
596, 596     ↓    2  ,   Kinder Spielzeug Kanal ,  Entertainment  , 11M ↑  0.9% ,  1.56M   ↑   13.5% ,
597, 597     ↓    14  ,   AviciiOfficialVEVO ,  Music  , 11M   -   ,  3.94M   ↑   0.4% ,
598, 598     ↓    6  ,   Baby Big Mouth ,  Entertainment  , 11M   -   ,  10.38K    ↓     17.1% ,
599, 599   ↑   5  ,   BabyBus - Cerita & Lagu Anak-anak ,  Education  , 11M ↑  0.9% ,  3.3M    ↓     2.1% ,
600, 600   ↑   1  ,   CaptainSparklez ,  Gaming  , 10.9M   -   ,  229.79K    ↓     3.5% ,
601, 601   ↑   1  ,   Neha Kakkar ,  Music  , 10.9M   -   ,  20.62M   ↑   0.4% ,
602, 602   ↑   13  ,   PowerKids TV ,  Film & Animation  , 10.9M ↑  1.9% ,  437.61K    ↓     2.5% ,
603, 603   ↑   6  ,   T3ddy ,  People & Blogs  , 10.9M ↑  0.9% ,  688.89K   ↑   2% ,
604, 604     ↓    9  ,   ShawnMendesVEVO ,  Music  , 10.9M   -   ,  64.08M   ↑   0.2% ,
605, 605     ↓    9  ,   Miranda Sings ,  Comedy  , 10.9M   -   ,  791.91K    ↓     0% ,
606, 606     ↓    13  ,   Ch7HD ,  Entertainment  , 10.9M   -   ,  21.07K    ↓     10.6% ,
607, 607     ↓    2  ,   GMM25Thailand ,  Entertainment  , 10.8M   -   ,  13.65K    ↓     75.5% ,
608, 608   ↑   2  ,   O Que Não Dizer Oficial ,  Entertainment  , 10.8M   -   ,  1.43M   ↑   2.4% ,
609, 609   ↑   5  ,   ElTrollino ,  Gaming  , 10.8M ↑  0.9% ,  5.47M    ↓     1.8% ,
610, 610     ↓    4  ,   Emily Tube ,  Entertainment  , 10.8M   -   ,  72.95K   ↑   5.1% ,
611, 611     -   ,   ATHLEAN-X™ ,  Howto & Style  , 10.8M   -   ,  804.42K    ↓     14.3% ,
612, 612     ↓    5  ,   TheWeekndVEVO ,  Music  , 10.8M   -   ,  16.59M   ↑   1.5% ,
613, 613     ↓    5  ,   5incominutos ,  Entertainment  , 10.8M   -   ,  1M   ↑   0% ,
614, 614   ↑   4  ,   Anaysa ,  Howto & Style  , 10.7M   -   ,  3.66M   ↑   2% ,
615, 615   ↑   1  ,   Galo Frito ,  Comedy  , 10.7M   -   ,  892.07K   ↑   2.3% ,
616, 616     ↓    3  ,   DaniRep | +6 Vídeos Diarios De GTA 5 Online! ,  Gaming  , 10.7M   -   ,  372.31K    ↓     8.7% ,
617, 617     -   ,   As/Is ,  People & Blogs  , 10.7M   -   ,  152.38K    ↓     21.9% ,
618, 618     ↓    6  ,   CNN ,  News & Politics  , 10.7M   -   ,  529.67K   ↑   76% ,
619, 619   ↑   18  ,   ExplosmEntertainment ,  Comedy  , 10.6M ↑  0.9% ,  513.09K   ↑   1.6% ,
620, 620   ↑   6  ,   Coisa de Nerd ,  Science & Technology  , 10.6M   -   ,  1.27M   ↑   0.3% ,
621, 621     -   ,   Naz | ناز ,  People & Blogs  , 10.6M   -   ,  530.63K    ↓     2% ,
622, 622     ↓    3  ,   colinfurze ,  Entertainment  , 10.6M   -   ,  4.52M   ↑   0.4% ,
623, 623   ↑   2  ,"   SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art ",  Howto & Style  , 10.6M   -   ,  41.06M   ↑   0% ,
624, 624     ↓    2  ,   Viih Tube ,  Entertainment  , 10.6M   -   ,  378.02K   ↑   4.5% ,
625, 625     ↓    1  ,   Jesse ,  Comedy  , 10.6M   -   ,  1.99M   ↑   0.8% ,
626, 626     ↓    6  ,   RiceGum ,  Entertainment  , 10.6M   -   ,  2.51M   ↑   0.1% ,
627, 627   ↑   6  ,   HAR PAL GEO ,  Entertainment  , 10.6M ↑  0.9% ,  79.03K   ↑   26.7% ,
628, 628   ↑   7  ,   TV Ana Emilia ,  Entertainment  , 10.6M ↑  0.9% ,  5.89M   ↑   2.7% ,
629, 629     ↓    6  ,   fouseyTUBE ,  Entertainment  , 10.6M   -   ,  641.11K    ↓     0.6% ,
630, 630   ↑   1  ,   Arif muhammad ,  Comedy  , 10.6M ↑  0.9% ,  3.06M    ↓     2.7% ,
631, 631     ↓    4  ,   NMF News ,  News & Politics  , 10.6M   -   ,  7.32K   ↑   69.9% ,
632, 632   ↑   10  ,   NOBRU ,  Gaming  , 10.6M ↑  0.9% ,  2.18M    ↓     3% ,
633, 633   ↑   32  ,   Dream ,  Gaming  , 10.6M ↑  2.9% ,  14.76M   ↑   4% ,
634, 634     ↓    4  ,   Juanpa Zurita ,  Comedy  , 10.5M   -   ,  2.53M   ↑   1% ,
635, 635   ↑   5  ,   Just For Laughs Gags ,  Comedy  , 10.5M   -   ,  305.63K   ↑   5.6% ,
636, 636   ↑   10  ,   Ei Nerd ,  Entertainment  , 10.5M ↑  1% ,  273.89K   ↑   3.6% ,
637, 637     ↓    3  ,   CNCO ,  Music  , 10.5M   -   ,  2.07M   ↑   0.1% ,
638, 638   ↑   3  ,   Migos ATL ,  Music  , 10.5M   -   ,  74.87M   ↑   0.1% ,
639, 639     ↓    10  ,   Mejores Juguetes ,  Entertainment  , 10.5M   -   ,  195.74K   ↑   1.5% ,
640, 640   ↑   5  ,   JJ Olatunji ,  Entertainment  , 10.5M ↑  1% ,  4.09M   ↑   1.8% ,
641, 641   ↑   3  ,   Troom Troom PT ,  Howto & Style  , 10.5M ↑  1% ,  747.43K   ↑   44.3% ,
642, 642   ↑   7  ,   Harsh Beniwal ,  Comedy  , 10.5M ↑  1% ,  15.6M   ↑   1.5% ,
643, 643   ↑   21  ,   Vania Mania Kids ,  Education  , 10.5M ↑  1.9% ,  2.42M   ↑   10.9% ,
644, 644     ↓    5  ,   gymvirtual ,  Sports  , 10.5M   -   ,  269.36K   ↑   4.8% ,
645, 645     ↓    7  ,   RedeTV ,  Entertainment  , 10.5M   -   ,  8.42K   ↑   1.8% ,
646, 646     ↓    10  ,   BCC Trolling ,  Gaming  , 10.5M   -   ,  524.29K    ↓     4.9% ,
647, 647   ↑   1  ,   Ninja Kidz TV ,  Entertainment  , 10.5M ↑  1% ,  6.26M   ↑   2.2% ,
648, 648     ↓    1  ,   Lulu99 ,  Entertainment  , 10.5M ↑  1% ,  3.31M   ↑   4.1% ,
649, 649     ↓    21  ,   AdamThomasMoran ,  Comedy  , 10.5M   -   ,  1.14M   ↑   0.7% ,
650, 650     ↓    18  ,   RomanAtwood ,  Entertainment  , 10.5M   -   ,  19.01M   ↑   0% ,
651, 651     ↓    9  ,   Just For Laughs Gags ,  Comedy  , 10.5M   -   ,  305.63K   ↑   5.6% ,
652, 652     ↓    3  ,   Ei Nerd ,  Entertainment  , 10.5M ↑  1% ,  273.89K   ↑   3.6% ,
653, 653   ↑   11  ,   HUM TV ,  Entertainment  , 10.4M ↑  1% ,  119.55K    ↓     50.6% ,
654, 654     ↓    2  ,   Saturday Night Live ,  Entertainment  , 10.4M   -   ,  547.58K    ↓     4.8% ,
655, 655   ↑   6  ,   Jazzghost ,  Gaming  , 10.4M ↑  1% ,  531.09K   ↑   1.5% ,
656, 656     ↓    10  ,   Annoying Orange ,  Entertainment  , 10.4M   -   ,  419.38K   ↑   0.1% ,
657, 657     ↓    10  ,   RCTI - LAYAR DRAMA INDONESIA ,  Entertainment  , 10.4M   -   ,  17.75K   ↑   93.9% ,
658, 658     ↓    2  ,   Tanner Fox ,  Entertainment  , 10.3M   -   ,  802.6K   ↑   0.6% ,
659, 659     ↓    1  ,   ABS-CBN News ,  News & Politics  , 10.3M   -   ,  16.07K    ↓     22.4% ,
660, 660     ↓    5  ,   Primitive Technology ,  People & Blogs  , 10.3M   -   ,  11.6M   ↑   0.1% ,
661, 661     ↓    2  ,   OficialHungria ,  Music  , 10.3M   -   ,  35.3M   ↑   0.9% ,
662, 662     ↓    5  ,   MileyCyrusVEVO ,  Music  , 10.3M   -   ,  12.24M   ↑   1.1% ,
663, 663   ↑   5  ,   FC Barcelona ,  Sports  , 10.3M ↑  1% ,  625.24K    ↓     27.3% ,
664, 664     ↓    4  ,   NishaMadhulika ,  Howto & Style  , 10.3M   -   ,  366.07K    ↓     4.3% ,
665, 665     ↓    2  ,   Área Secreta ,  People & Blogs  , 10.3M   -   ,  535.89K    ↓     3.4% ,
666, 666     ↓    4  ,   Avril Lavigne ,  Music  , 10.3M   -   ,  6.64M   ↑   0.2% ,
667, 667   ↑   6  ,   SUPER SLICK SLIME SAM ,  Entertainment  , 10.3M ↑  1% ,  1.28M    ↓     4.9% ,
668, 668   ↑   6  ,   Zuni and Family ,  People & Blogs  , 10.3M ↑  1% ,  13M   ↑   2.9% ,
669, 669   ↑   1  ,   Typical Gamer ,  Gaming  , 10.2M   -   ,  1.28M    ↓     5.3% ,
670, 670     ↓    3  ,   Luan Santana ,  Music  , 10.2M   -   ,  3.75M   ↑   0.1% ,
671, 671     ↓    5  ,   VitalyzdTv ,  Entertainment  , 10.2M   -   ,  506.44K   ↑   0.2% ,
672, 672     ↓    3  ,   Lokdhun Punjabi ,  Music  , 10.2M   -   ,  2.09M   ↑   2.2% ,
673, 673     ↓    2  ,   DJ Khaled ,  People & Blogs  , 10.2M   -   ,  347.55K   ↑   1.2% ,
674, 674   ↑   1  ,   SBT Online ,  Entertainment  , 10.2M ↑  1% ,  17.07K   ↑   32.3% ,
675, 675   ↑   8  ,   Sab kuchh sikho jano ,  News & Politics  , 10.2M ↑  1% ,  251.92K    ↓     0.7% ,
676, 676     ↓    4  ,   The Q ,  Science & Technology  , 10.2M   -   ,  4.93M    ↓     0.2% ,
677, 677     -   ,   Awakening Music ,  Music  , 10.1M   -   ,  477.33K   ↑   1.7% ,
678, 678     ↓    2  ,   P!NK ,  Music  , 10.1M   -   ,  4.2M   ↑   0.3% ,
679, 679   ↑   2  ,   Cut ,  Entertainment  , 10.1M   -   ,  258.26K   ↑   9.8% ,
680, 680     ↓    2  ,   JD Pantoja ,  Music  , 10.1M   -   ,  54.57M   ↑   0.2% ,
681, 681   ↑   1  ,   Deji ,  Entertainment  , 10.1M   -   ,  679.31K    ↓     7.7% ,
682, 682     ↓    2  ,   BuzzFeed Multiplayer ,  Gaming  , 10.1M   -   ,  229.79K   ↑   24.8% ,
683, 683   ↑   1  ,   Craftingeek* ,  Howto & Style  , 10.1M   -   ,  1.28M   ↑   2.6% ,
684, 684   ↑   7  ,   Kluna Tik ,  Entertainment  , 10.1M ↑  1% ,  1.86M   ↑   2% ,
685, 685     ↓    6  ,   LA DIVAZA ,  Entertainment  , 10.1M   -   ,  4.46M   ↑   0.7% ,
686, 686   ↑   2  ,   UFC - Ultimate Fighting Championship ,  Sports  , 10.1M ↑  1% ,  572.19K   ↑   6.9% ,
687, 687   ↑   6  ,   LEGO ,  Entertainment  , 10.1M ↑  1% ,  13.24K    ↓     43.8% ,
688, 688   ↑   6  ,   News18 India ,  News & Politics  , 10.1M ↑  1% ,  5.42K    ↓     64.8% ,
689, 689   ↑   8  ,   DopeLyrics ,  Music  , 10.1M ↑  1.1% ,  115.82K    ↓     57% ,
690, 690   ↑   6  ,   व्लाद और निकिता ,  Entertainment  , 10.1M ↑  1% ,  8.42M   ↑   4.1% ,
691, 691     ↓    6  ,   SiaVEVO ,  Music  , 10M   -   ,  25.59M   ↑   0.2% ,
692, 692   ↑   6  ,   tanboy kun ,  Entertainment  , 10M ↑  0.1% ,  3.48M    ↓     8.3% ,
693, 693     ↓    6  ,   Piuzinho ,  Gaming  , 10M   -   ,  1.41M   ↑   0.2% ,
694, 694     ↓    5  ,   Давай поиграем в игрушки ,  People & Blogs  , 10M   -   ,  5.77M   ↑   0.1% ,
695, 695     -   ,   ImagineDragonsVEVO ,  Music  , 10M   -   ,  75.68M   ↑   0.3% ,
696, 696     ↓    4  ,   50 Cent ,  Music  , 10M   -   ,  4.32M   ↑   0.8% ,
697, 697     ↓    11  ,   Bart Baker ,  Comedy  , 10M   -   ,  6.14M   ↑   0.1% ,
698, 698   ↑   5  ,   MNCTV Official ,  Entertainment  , 10M ↑  0.7% ,  9.87K    ↓     64.3% ,
699, 699     ↓    9  ,   NEXT9NEWS हर खबर आप तक ,  Entertainment  , 10M   -   ,  4.86K   ↑   17.7% ,
700, 700   ↑   6  ,   Zach Choi ASMR ,  People & Blogs  , 10M ↑  0.8% ,  2.64M   ↑   5% ,
701, 701     ↓    2  ,   Lil Nas X ,  Music  , 10M ↑  0.1% ,  105.75M   ↑   0.1% ,
702, 702     -   ,   Eva Bravo Play ,  Entertainment  , 10M ↑  0.6% ,  8.18M    ↓     7.4% ,
703, 703     ↓    3  ,   Toys Make Me Smile ,  Entertainment  , 9.98M ↑  0.1% ,  29.08M   ↑   0.1% ,
